Rewards:0-0
8.75 9.81 7.51 6.43 7.00 6.70 11.65 8.25 11.70 15.08 10.76 8.85 6.92 6.83 7.60 8.80 10.59 11.18 10.20 8.43 7.43 7.76 9.31 9.30 11.73 12.93 9.62 10.10 12.66 12.02 11.93 12.95 13.55 13.33 14.42 13.50 13.26 16.62 19.14 14.91 13.97 16.80 19.80 20.18 19.30 23.10 0 27.49 23.13 17.12 22.10 17.02 15.96 14.88 0 14.91 18.65 18.68 27.50 22.95 21.77 20.16 21.30 21.15 24.42 26.69 29.40 28.27 31.20 24.21 27.87 24.15 27.17 23.53 26.68 29.62 18.81 
8.50 7.55 6.89 6.81 7.21 7.99 13.27 10.91 13.99 16.71 13.99 11.80 9.80 7.66 7.84 7.14 8.69 9.03 9.27 8.54 7.52 8.40 9.70 11.71 13.73 15.50 12.45 10.80 13.28 11.40 13.23 11.95 13.09 12.63 10.55 11.22 10.98 17.19 15.87 14.06 12.30 15.34 14.46 18.38 17.36 22.11 26.38 24.05 21.90 17.67 20.55 15.21 17.01 16.61 15.25 17.98 19.82 24.70 0 27.19 24.45 21.36 20.45 22.65 24.61 25.45 0 30.04 30.29 25.45 28.32 21.35 23.34 23.81 27.11 27.88 19.68 
8.06 7.55 7.06 7.74 8.23 8.93 12.81 12.48 17.92 18.13 17.36 13.79 11.04 8.95 7.34 6.77 6.79 7.19 7.60 8.23 8.04 10.09 11.38 10.88 14.11 12.95 12.07 9.24 12.14 9.69 9.70 10.33 10.78 12.21 10.53 8.99 9.23 15.39 13.56 12.70 10.45 13.26 16.01 16.26 14.60 19.50 22.05 22.77 19.62 15.88 18.70 14.37 15.00 14.36 17.43 16.48 21.57 25.71 31.80 27.70 25.04 22.69 21.30 22.48 23.95 25.91 29.40 28.99 26.90 25.70 23.00 19.68 22.47 21.70 22.59 26.54 18.41 
8.40 7.65 7.92 8.12 9.03 9.34 13.27 12.30 15.00 19.01 16.43 17.81 13.54 10.83 8.09 7.03 7.18 6.54 6.73 8.93 9.21 11.02 10.28 14.15 15.51 12.60 10.10 7.55 10.61 10.00 7.86 9.00 8.72 10.73 8.93 8.08 7.95 9.95 11.78 11.12 9.70 12.86 13.80 13.83 15.64 18.95 20.28 20.72 17.67 14.57 17.53 13.32 14.91 14.20 18.20 15.00 21.65 26.38 29.58 27.46 25.82 22.85 18.00 24.95 25.34 25.81 0 26.63 26.67 23.89 29.40 20.20 22.28 18.19 20.84 28.19 22.52 
9.26 7.51 8.33 9.24 9.90 10.16 16.22 14.56 16.96 20.39 15.10 14.52 12.02 9.73 8.26 6.88 6.44 6.51 6.25 7.95 8.97 10.17 9.91 12.33 14.56 17.70 10.67 7.73 11.36 7.05 7.09 9.00 8.25 9.00 9.39 7.91 8.45 13.52 12.61 13.37 10.34 12.84 18.00 15.81 13.98 20.53 22.70 20.39 18.55 12.74 16.94 12.61 14.07 12.78 13.65 16.62 21.70 25.27 27.60 25.72 23.34 21.08 0 19.58 22.36 24.52 0 26.36 29.37 23.02 25.82 15.00 23.65 18.80 20.65 24.38 18.08 
9.98 8.60 9.60 10.93 11.08 11.59 13.82 15.70 14.79 18.33 15.70 13.30 13.23 10.89 9.14 7.62 6.64 6.55 7.07 8.19 8.69 11.31 9.97 0 14.44 0 10.90 7.46 9.84 6.79 9.02 10.43 12.04 9.80 8.80 8.64 8.97 11.30 13.39 13.70 10.99 14.70 17.38 15.26 13.93 18.40 0 19.26 18.11 12.82 16.34 11.13 13.72 12.51 14.50 17.53 21.28 24.10 30.97 26.67 24.79 19.75 18.10 19.07 22.31 23.43 23.40 27.17 25.43 21.23 23.88 16.34 28.08 17.34 20.58 24.43 17.18 
9.87 9.62 9.49 8.54 11.79 9.52 15.41 10.91 15.39 16.80 13.75 11.66 9.90 8.04 9.14 8.04 8.22 9.28 8.31 9.06 7.36 7.61 8.63 10.11 12.88 10.55 8.89 8.68 11.62 9.30 11.96 10.08 12.22 15.12 14.79 12.26 11.83 15.19 17.47 14.78 13.53 16.22 18.21 18.42 16.24 22.07 25.17 24.25 21.61 15.59 19.76 15.47 15.60 13.49 13.91 13.36 19.04 20.44 24.30 25.18 20.82 19.79 16.90 19.78 21.46 22.13 26.30 27.21 27.16 23.76 25.00 18.01 24.73 22.46 25.29 25.66 15.97 
9.00 9.43 8.58 8.14 8.60 9.62 15.53 10.71 13.79 16.03 13.53 11.37 9.35 7.74 7.94 7.90 9.41 9.51 8.17 8.18 6.71 7.50 9.45 11.18 12.08 13.37 11.17 9.15 12.74 10.56 10.94 9.60 12.14 14.49 14.67 12.00 11.85 14.67 17.32 15.35 13.85 16.58 16.72 19.14 20.41 22.13 23.39 24.79 22.68 17.14 19.39 15.83 15.38 14.97 17.07 16.15 20.99 24.55 31.60 26.98 24.97 19.84 19.10 20.65 23.37 22.86 28.00 29.00 28.58 24.68 25.45 19.76 27.12 22.05 24.85 26.75 18.08 
9.82 11.16 10.39 9.61 10.57 9.92 14.66 10.02 13.32 13.48 11.62 9.63 8.60 8.33 10.30 9.97 10.79 11.50 10.04 9.31 7.68 7.72 8.95 10.02 10.01 12.91 9.61 9.50 12.90 12.43 14.90 18.29 14.12 13.30 13.20 15.00 13.82 17.16 20.44 17.39 17.33 20.72 20.00 21.85 23.05 26.17 29.02 27.67 22.94 19.00 22.13 16.98 17.73 14.78 12.83 14.08 18.12 23.17 25.53 23.43 22.20 16.96 15.78 18.74 21.65 24.43 34.80 25.44 26.49 24.78 33.30 23.30 28.66 25.12 27.30 27.23 18.36 
12.12 12.45 12.24 10.78 12.35 11.00 21.10 0 14.73 15.09 11.95 8.25 11.88 9.51 10.72 10.84 11.30 12.15 10.51 8.35 9.05 7.86 8.21 9.95 10.32 11.80 10.61 9.86 10.86 10.01 8.39 0 16.47 15.45 13.30 13.08 15.18 19.60 21.30 17.61 16.96 19.10 0 21.87 16.23 22.84 0 25.96 21.86 17.71 24.27 16.27 14.90 14.73 12.00 12.93 17.70 0 30.40 22.88 19.55 17.46 10.50 15.43 21.12 23.05 18.60 25.13 27.06 24.19 19.20 21.30 26.07 23.22 25.60 26.66 15.42 
19.85 19.95 15.56 0 17.29 13.00 21.77 0 15.45 12.35 11.82 9.12 10.40 11.43 14.68 9.60 17.25 12.35 12.10 11.48 13.19 12.67 10.40 7.10 7.18 7.73 9.23 13.05 0 9.60 17.50 0 15.70 19.50 0 13.80 15.60 24.40 18.60 20.35 17.67 20.15 23.20 23.65 20.40 21.60 28.00 0 26.70 16.26 0 0 11.70 11.53 9.00 10.57 16.15 16.90 0 18.55 15.08 10.57 0 12.80 16.10 18.60 0 19.10 30.90 23.10 0 0 30.30 0 0 21.80 12.60 
16.60 15.67 14.17 14.41 11.75 12.57 18.23 10.46 9.57 10.04 7.30 8.36 10.12 11.12 12.65 12.67 15.05 13.01 12.72 12.47 11.28 10.85 9.84 6.30 6.53 8.58 8.25 12.46 13.18 16.12 13.50 0 13.90 0 15.30 17.22 17.32 20.15 21.68 23.36 21.30 22.50 22.90 22.58 24.60 23.25 27.10 39.30 23.98 16.82 23.45 18.52 17.92 13.98 9.49 9.37 12.22 15.70 22.05 18.19 15.96 13.78 12.57 16.06 18.54 20.34 20.10 21.95 25.40 23.48 20.42 25.40 34.12 29.50 30.30 27.26 13.82 
0 15.77 14.03 13.85 15.30 17.05 22.16 15.05 15.95 13.90 12.25 10.36 0 12.63 16.78 11.10 0 13.13 0 12.32 14.57 14.15 10.56 9.72 10.68 6.90 8.30 10.91 13.20 12.73 0 0 12.25 12.23 0 17.02 15.30 30.00 18.04 18.57 19.78 0 22.52 29.20 18.29 0 28.00 35.90 21.00 15.13 16.86 18.43 12.54 12.54 9.95 11.28 16.60 15.90 0 20.50 16.79 12.98 12.40 13.55 0 17.90 0 0 26.65 25.00 0 0 28.15 0 0 21.90 13.00 
12.90 0 13.10 10.20 14.70 14.48 14.20 0 12.56 13.90 11.13 10.00 12.42 12.15 12.35 11.21 0 9.17 7.57 10.24 14.97 11.43 9.05 8.45 10.24 9.17 6.50 10.85 9.93 9.53 0 0 10.50 0 11.55 11.73 13.90 10.80 13.50 17.35 13.40 18.87 18.25 16.83 18.00 21.13 21.10 25.40 17.92 12.61 16.46 12.90 10.26 8.54 12.77 12.85 15.45 18.75 20.70 22.36 18.62 13.45 13.90 14.02 15.84 18.46 17.40 21.00 23.63 18.37 16.79 15.60 29.98 20.90 0 18.40 12.52 
11.59 0 11.17 10.28 12.83 13.92 18.62 14.50 16.79 17.06 14.85 11.81 12.30 10.88 11.03 8.94 10.04 8.00 6.16 7.47 9.56 10.30 9.05 14.07 12.76 12.33 9.36 7.60 8.17 6.81 8.98 7.90 10.34 10.10 12.30 11.94 10.17 11.40 14.62 14.55 13.54 16.35 15.30 16.88 19.05 21.93 23.20 20.00 19.48 13.81 16.18 12.65 11.72 10.73 12.28 14.93 17.96 0 0 22.07 21.28 16.74 13.90 15.89 21.70 25.74 26.70 27.23 26.10 21.14 21.70 16.80 26.16 20.13 25.97 22.21 13.21 
13.77 13.15 14.33 12.75 13.60 13.27 17.81 14.40 17.25 16.27 0 12.42 13.69 12.74 12.83 11.25 10.42 9.71 8.41 9.69 10.39 10.58 10.47 11.03 13.10 10.33 7.36 7.11 8.03 7.88 7.87 6.68 7.47 9.43 9.57 9.04 10.41 10.62 13.21 13.61 11.52 15.81 12.60 16.15 12.27 16.50 18.09 18.05 16.88 11.46 14.26 8.86 10.64 8.58 11.10 17.10 22.94 21.33 0 23.15 21.58 17.73 0 16.87 23.79 20.43 21.00 23.84 22.22 19.53 21.45 15.30 20.96 17.54 19.92 21.76 18.75 
11.04 9.69 10.61 10.16 11.01 10.64 20.47 15.90 15.60 19.80 14.43 14.11 12.80 12.19 10.75 9.94 8.18 8.21 6.39 8.73 9.21 9.82 8.78 0 13.80 11.90 7.27 6.90 7.70 8.07 6.64 0 9.28 7.67 9.85 8.51 10.71 13.20 12.18 11.67 11.18 16.07 16.79 15.84 0 16.95 17.70 21.40 18.53 11.73 14.02 10.33 11.86 9.57 11.10 16.10 18.90 21.60 0 25.07 23.22 18.28 0 16.44 22.43 21.62 0 24.64 24.78 18.81 24.60 14.45 22.59 20.50 20.65 25.90 15.98 
9.31 8.10 8.44 9.30 0 10.32 14.69 0 0 18.84 16.20 15.30 12.15 11.42 9.73 8.02 6.34 6.54 6.30 7.98 10.45 11.45 10.20 9.89 14.50 0 0 7.93 8.39 6.59 12.62 5.10 6.60 7.60 8.63 6.64 8.13 8.77 12.23 9.60 10.77 0 0 13.58 13.22 18.60 16.20 17.42 16.34 11.33 13.61 13.45 12.63 11.58 17.65 0 23.85 30.00 0 32.28 24.00 20.46 20.50 0 20.25 24.35 0 24.80 24.50 20.69 0 13.20 20.58 17.10 18.69 0 0 
0 0 15.60 0 0 0 17.40 0 0 0 0 0 13.30 13.78 11.28 9.00 8.85 8.60 0 0 9.30 0 11.70 0 0 0 12.00 10.00 8.16 7.83 5.10 4.93 7.02 5.10 6.80 6.98 6.20 8.70 0 0 8.39 0 0 12.60 9.60 0 0 19.60 15.25 9.28 15.42 8.76 10.38 10.13 0 20.00 0 22.20 0 28.30 23.50 22.90 0 0 0 0 0 24.30 23.10 20.85 26.20 0 17.70 14.10 15.60 0 19.79 
0 11.72 14.27 12.20 0 12.63 23.77 39.59 22.30 21.80 0 14.62 14.05 15.36 13.19 9.15 7.65 7.26 9.30 13.73 13.77 14.95 13.15 11.10 13.50 0 0 14.95 8.69 8.10 5.63 0 11.30 6.07 7.50 8.46 8.53 9.89 9.00 10.57 11.43 15.40 22.85 14.28 11.10 0 0 19.14 15.30 9.42 13.12 9.29 9.62 11.62 0 17.97 20.40 0 44.70 25.30 21.90 18.75 0 17.70 22.20 0 0 20.33 21.45 18.30 0 13.40 22.52 12.75 15.60 20.70 0 
11.10 12.95 12.63 14.66 14.95 13.20 17.85 18.60 31.30 20.30 0 19.20 15.90 13.10 11.55 11.06 12.40 8.81 8.40 11.70 11.62 14.40 11.40 0 0 0 0 0 8.90 9.23 0 4.19 5.70 4.80 7.78 7.01 8.38 6.98 9.17 8.70 9.60 16.79 11.10 12.27 8.55 15.10 0 13.60 13.49 10.46 15.28 10.40 11.76 12.50 0 16.90 23.15 27.00 30.30 26.40 34.30 21.38 22.60 0 0 0 0 0 22.20 17.79 25.60 0 21.00 12.98 0 0 20.70 
12.15 0 12.75 13.35 0 14.93 17.30 0 22.50 0 0 17.85 14.10 14.70 13.50 11.37 14.25 10.40 10.50 11.40 13.12 16.20 13.20 0 0 0 10.80 0 10.35 14.90 7.90 6.30 8.60 7.20 6.63 6.73 7.01 6.00 7.44 6.90 12.20 10.95 11.20 10.06 0 12.15 0 12.90 13.14 9.70 12.19 10.00 13.56 11.13 0 0 20.10 25.35 0 0 0 22.50 0 0 24.00 28.30 0 28.90 28.20 21.60 18.90 24.63 0 11.70 14.40 29.20 0 
10.10 9.30 9.42 10.94 11.61 11.52 17.77 15.00 16.65 21.25 0 16.30 15.34 13.18 10.64 8.56 7.59 8.09 8.12 11.52 11.01 12.52 12.47 17.85 16.50 12.60 0 9.92 10.15 9.23 6.78 7.05 9.67 6.94 7.12 6.30 6.22 7.56 8.60 7.67 7.75 9.35 12.60 10.67 10.02 12.41 16.80 20.69 13.69 11.98 15.34 11.94 12.86 12.74 16.50 19.35 24.26 26.70 33.18 27.98 27.16 22.22 23.50 21.10 21.96 24.94 24.90 28.91 26.69 22.03 29.10 17.20 17.30 16.84 17.77 24.79 24.22 
9.89 8.57 10.41 10.68 11.78 12.17 15.19 15.65 17.21 21.21 19.48 17.12 15.80 13.59 10.27 8.40 7.14 7.48 10.21 11.49 13.08 12.68 12.62 15.75 17.40 14.70 12.08 9.11 10.34 9.15 7.72 8.50 10.09 8.39 8.25 6.40 6.33 8.84 10.01 7.82 7.12 10.06 11.10 11.64 12.28 14.84 18.60 16.27 15.15 12.90 15.68 12.00 13.46 12.86 18.29 18.65 24.14 25.58 30.43 27.93 24.73 22.66 19.70 22.76 22.08 24.91 25.05 26.27 26.83 22.37 22.50 17.20 18.57 17.49 18.23 25.59 19.76 
12.26 0 12.93 14.60 12.75 11.70 17.57 32.30 20.10 21.75 22.20 23.40 17.40 14.22 12.08 11.08 9.48 10.54 11.05 14.10 14.50 0 13.50 14.40 0 0 10.50 11.40 10.70 11.32 8.88 6.30 9.00 7.25 6.82 6.92 6.67 8.17 7.10 6.76 7.69 8.62 7.20 9.30 7.75 15.03 19.35 17.55 12.05 11.18 14.03 10.51 14.11 13.24 0 23.10 24.77 26.83 29.40 29.93 25.58 23.78 0 20.60 23.77 24.52 25.00 31.08 27.63 21.69 0 19.70 16.26 14.91 16.81 23.50 20.03 
12.78 12.37 13.91 14.57 12.60 15.85 22.44 17.40 18.60 24.38 0 19.50 19.25 17.71 15.95 14.35 11.19 10.73 17.40 14.08 16.04 16.60 0 0 21.75 0 0 11.63 11.16 11.60 9.68 7.95 9.07 7.55 7.88 8.59 7.94 6.83 6.40 6.00 7.71 8.14 6.46 8.29 7.50 11.44 14.54 14.20 10.98 10.87 13.80 12.17 14.66 18.21 0 21.75 28.73 26.40 0 30.68 31.80 23.15 0 22.62 27.15 30.70 0 27.35 29.70 23.64 26.40 16.20 15.79 17.20 15.69 24.77 32.10 
13.23 12.05 13.26 12.26 13.10 14.07 20.77 0 20.76 20.70 0 19.04 18.50 16.37 13.65 12.46 9.45 11.40 11.46 15.09 15.99 15.73 15.43 24.10 22.14 19.43 16.90 13.35 12.24 12.55 10.07 13.00 13.67 9.83 8.90 7.04 6.93 7.70 7.72 6.54 6.97 6.93 7.50 9.63 9.70 11.68 17.32 17.97 13.92 12.35 16.06 13.10 16.38 14.82 20.40 23.70 28.07 28.50 0 30.78 32.23 26.41 21.45 22.40 26.33 27.95 37.20 27.64 31.24 24.89 29.90 18.18 15.65 17.65 17.40 27.87 27.84 
10.55 10.55 11.29 11.46 13.15 11.97 20.32 16.79 17.90 21.13 20.50 19.04 16.85 14.84 11.98 10.36 9.31 10.40 11.56 12.95 12.67 15.96 14.47 20.40 20.51 18.35 15.55 10.80 11.45 11.40 8.30 9.70 13.62 13.65 7.43 7.24 7.03 10.18 10.13 7.09 8.34 8.41 9.97 12.63 12.53 15.33 15.75 16.52 17.36 12.82 18.44 14.11 16.19 18.13 22.25 20.10 23.58 0 0 0 28.50 25.54 28.80 29.60 29.42 27.10 0 26.40 28.20 27.36 25.20 18.10 18.95 21.55 21.16 29.05 21.50 
14.69 11.52 13.15 13.16 12.15 17.10 19.70 0 0 22.80 25.00 18.00 17.10 16.82 12.79 11.91 12.48 14.23 11.57 13.26 15.29 23.83 22.35 22.15 24.50 22.70 19.20 16.25 14.90 14.91 12.21 13.20 13.43 11.10 18.60 10.27 10.61 9.44 9.36 7.41 8.66 7.96 7.27 10.28 11.28 12.74 15.23 19.30 15.53 14.78 19.35 16.76 19.96 19.17 31.70 26.30 26.29 27.30 34.70 34.80 30.70 37.86 27.93 31.20 31.30 32.76 0 35.10 30.69 28.43 29.23 0 14.37 19.98 16.44 27.75 25.25 
0 13.27 14.57 16.85 0 14.40 27.12 18.90 19.95 25.23 0 21.33 20.00 17.99 16.21 14.00 13.40 12.75 13.20 16.26 19.48 17.83 18.40 21.05 25.00 18.90 0 18.50 15.50 20.33 11.45 0 13.80 11.40 14.30 10.10 9.68 7.50 9.47 6.88 9.66 6.44 8.67 7.87 8.70 11.60 17.70 16.37 14.73 16.71 19.08 13.65 19.66 17.00 22.60 23.75 0 0 0 36.80 30.75 0 0 25.20 28.90 29.97 0 30.77 0 34.22 31.20 0 14.89 0 15.52 29.93 30.10 
17.36 20.60 17.13 18.42 16.05 18.00 22.79 19.95 24.68 28.60 23.70 20.93 22.46 19.68 17.89 17.07 13.91 14.49 18.12 17.14 20.74 20.87 22.58 21.00 25.08 0 17.42 15.89 15.43 16.02 11.42 15.60 16.60 10.81 12.18 11.11 10.75 8.74 7.78 9.88 11.00 8.35 7.04 6.53 7.56 8.00 10.75 12.87 9.09 14.22 16.75 16.26 19.55 17.82 24.00 25.05 29.89 31.80 37.20 34.29 35.26 29.63 0 28.90 26.40 29.72 0 31.49 31.72 27.43 29.62 20.45 11.06 16.37 12.22 31.77 30.90 
15.15 0 18.53 16.79 15.90 18.00 20.40 18.29 0 27.10 22.20 0 19.50 0 16.40 17.17 12.80 12.30 13.20 13.90 14.10 21.10 28.20 0 18.90 0 0 0 11.40 13.50 10.90 0 0 10.53 9.96 9.26 9.40 6.56 5.78 7.28 9.75 10.30 0 8.24 6.80 11.43 9.60 10.66 9.13 9.42 13.83 12.83 19.14 15.38 0 22.30 0 0 0 28.20 0 28.05 0 25.05 26.40 0 0 0 27.30 24.60 0 0 14.05 14.43 10.95 0 0 
17.89 21.10 0 24.10 19.90 0 27.38 0 30.04 30.15 0 29.20 22.80 25.10 24.48 14.40 21.30 19.13 18.15 19.40 22.46 0 19.85 0 26.77 28.10 24.90 21.17 20.61 20.32 0 13.50 18.90 14.03 26.50 14.94 13.54 10.96 12.48 13.14 15.22 12.07 12.27 8.75 12.69 7.28 7.81 12.16 8.89 17.43 19.13 19.63 24.24 21.49 25.80 26.10 0 0 37.50 37.76 31.50 33.80 25.80 0 32.85 31.83 30.75 33.09 28.80 27.16 0 19.29 11.59 19.51 11.06 32.42 29.70 
0 0 0 33.70 29.15 31.05 28.33 30.00 0 0 0 32.40 29.90 28.55 25.93 30.90 17.70 23.40 0 24.00 25.40 24.35 0 0 28.00 0 0 22.80 22.60 19.00 0 0 0 18.60 21.00 19.60 17.85 12.30 14.75 15.30 18.90 14.60 0 13.44 12.10 6.60 10.00 8.41 10.55 18.07 13.92 25.67 19.60 20.20 0 0 0 33.30 0 38.25 34.80 34.80 0 31.20 39.60 40.75 0 31.80 27.95 0 31.25 0 10.48 14.90 9.10 0 39.60 
